mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,is_changing_course,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision,start
0,7049000.7567724204,275000.0000000000,420.0000000000,0.9890747826,0.9896200000,0.0000175973,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0490578721,0.8625543091,0.0883878188,0.9999999909,0.9999999909,1
1,7053940.6414737701,274996.2871911063,420.0000000000,0.9893663908,0.9897700000,0.0000158644,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0492631733,0.8606216598,0.0901151669,0.9999999948,0.9999999948,1
0,7049020.0913588507,275000.0000000000,422.0000000000,0.9892915144,0.9902000000,0.0000173549,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0481805706,0.8631081259,0.0887113035,0.9999999845,0.9999999845,0
1,7053921.1995973960,274996.5368067136,422.0000000000,0.9893254718,0.9902300000,0.0000182034,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0474097237,0.8606048592,0.0919854171,0.9999999948,0.9999999948,0
0,7049039.4259452811,275000.0000000000,424.0000000000,0.9894514520,0.9903200000,0.0000179582,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0464731277,0.8652457947,0.0882810776,0.9999999881,0.9999999881,0
1,7053898.0498144906,274997.1596574579,424.0000000000,0.9896554374,0.9900000000,0.0000182717,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0471232573,0.8646850845,0.0881916582,0.9999999955,0.9999999955,0
0,7049058.7605317114,275000.0000000000,426.0000000000,0.9901954809,0.9902700000,0.0000172452,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0470692779,0.8665444920,0.0863862300,0.9999999951,0.9999999951,0
1,7053879.0602197442,274996.9437283923,426.0000000000,0.9892288616,0.9896700000,0.0000184132,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0486578472,0.8644505251,0.0868916277,0.9999999881,0.9999999881,0
0,7049078.0951181417,275000.0000000000,428.0000000000,0.9900839657,0.9901600000,0.0000176922,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0467343132,0.8657075503,0.0875581365,0.9999999976,0.9999999976,0
1,7053860.0706249978,274996.7277993267,428.0000000000,0.9894941860,0.9904000000,0.0000181792,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0491327102,0.8645811049,0.0862861849,0.9999999975,0.9999999975,0
0,7049097.4297045721,275000.0000000000,430.0000000000,0.9891910907,0.9900500000,0.0000164389,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0479039501,0.8651276477,0.0869684021,1.0000000000,1.0000000000,0
1,7053839.6029122146,274999.0901706076,430.0000000000,0.9898068677,0.9897300000,0.0000162548,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0487965485,0.8692342860,0.0819691655,0.9999999954,0.9999999954,0
0,7049116.7642910024,275000.0000000000,432.0000000000,0.9899608339,0.9901600000,0.0000182578,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0481715898,0.8637945980,0.0880338122,0.9999999951,0.9999999951,0
1,7053819.9512115838,274998.5034681099,432.0000000000,0.9892616006,0.9903300000,0.0000154518,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0493557695,0.8685273620,0.0821168685,1.0000000000,1.0000000000,0
0,7049136.0988774328,275000.0000000000,434.0000000000,0.9893591683,0.9900800000,0.0000186071,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0475972374,0.8648432305,0.0875595321,0.9999999899,0.9999999899,0
1,7053800.2995109530,274997.9167656123,434.0000000000,0.9895641995,0.9898300000,0.0000164897,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0475502665,0.8702532943,0.0821964392,0.9999999847,0.9999999847,0
0,7049155.4334638631,275000.0000000000,436.0000000000,0.9901477749,0.9899300000,0.0000229068,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0452967799,0.8376186866,0.1170845335,0.9999999869,0.9999999869,0
1,7053777.6059203669,274999.5942892698,436.0000000000,0.9895555289,0.9903500000,0.0000206613,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0474277187,0.8460223005,0.1065499808,0.9999999912,0.9999999912,0
0,7049174.7680502934,275000.0000000000,438.0000000000,0.9899283488,0.9896400000,0.0000229946,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0470795879,0.8352366386,0.1176837735,0.9999999939,0.9999999939,0
1,7053757.1908800192,274999.1997610200,438.0000000000,0.9891086457,0.9897000000,0.0000210635,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0490770654,0.8462304727,0.1046924619,0.9999999789,0.9999999789,0
0,7049194.1026367238,275000.0000000000,440.0000000000,0.9890722670,0.9904500000,0.0000238575,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0463691028,0.8342465334,0.1193843638,0.9999999958,0.9999999958,0
1,7053736.7758396715,274998.8052327703,440.0000000000,0.9891366534,0.9900800000,0.0000212875,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0482576581,0.8452063450,0.1065359969,1.0000000000,1.0000000000,0
0,7049213.4372231541,275000.0000000000,442.0000000000,0.9893039271,0.9896800000,0.0000187640,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0473050703,0.8615306112,0.0911643185,0.9999999974,0.9999999974,0
1,7053723.4304585746,275000.4475586580,442.0000000000,0.9900444756,0.9897500000,0.0000183148,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0478569685,0.8613851070,0.0907579245,0.9999999920,0.9999999920,0
0,7049232.7718095845,275000.0000000000,444.0000000000,0.9895440624,0.9897200000,0.0000268754,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0458795609,0.8255359310,0.1285845081,0.9999999881,0.9999999881,0
1,7053704.4033838874,275000.6596155916,444.0000000000,0.9901140999,0.9898400000,0.0000249043,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0469111530,0.8269642933,0.1261245538,0.9999999927,0.9999999927,0
0,7049252.1063960148,275000.0000000000,446.0000000000,0.9901376319,0.9897100000,0.0000265455,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0459263775,0.8269834135,0.1270902091,0.9999999824,0.9999999824,0
1,7053685.3763092002,275000.8716725253,446.0000000000,0.9896412392,0.9907200000,0.0000259663,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0452136923,0.8301764472,0.1246098605,0.9999999927,0.9999999927,0
0,7049271.4409824451,275000.0000000000,448.0000000000,0.9883454506,0.9897500000,0.0000266968,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0455757753,0.8276163920,0.1268078327,0.9999999836,0.9999999836,0
1,7053666.3148866184,275002.9802956550,448.0000000000,0.9891973933,0.9907400000,0.0000238986,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0471928875,0.8277492050,0.1250579074,0.9999999784,0.9999999784,0
0,7049290.7755688755,275000.0000000000,450.0000000000,0.9892202286,0.9902500000,0.0000258446,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0472837434,0.8264077546,0.1263085020,1.0000000000,1.0000000000,0
1,7053646.9568822496,275003.6028109585,450.0000000000,0.9883855401,0.9896500000,0.0000253619,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0462196844,0.8276442474,0.1261360682,0.9999999964,0.9999999964,0
0,7049310.1101553058,275000.0000000000,452.0000000000,0.9885013632,0.9901800000,0.0000252107,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0455588798,0.8293539256,0.1250871945,0.9999999892,0.9999999892,0
1,7053627.5988778807,275004.2253262621,452.0000000000,0.9897698443,0.9902700000,0.0000275665,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0450696681,0.8285428766,0.1263874553,0.9999999891,0.9999999891,0
0,7049329.4447417362,275000.0000000000,454.0000000000,0.9876877743,0.9901700000,0.0000258198,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0450110090,0.8270156853,0.1279733057,0.9999999572,0.9999999572,0
1,7053612.8263921998,275002.9373340693,454.0000000000,0.9863250822,0.9899200000,0.0000254612,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0472167274,0.8257892264,0.1269940462,0.9999999132,0.9999999132,0
0,7049348.7793281665,275000.0000000000,456.0000000000,0.9871586987,0.9900500000,0.0000253488,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0439217416,0.8299902491,0.1260880092,0.9999999451,0.9999999451,0
1,7053594.3612580709,275004.0789769590,456.0000000000,0.9870285599,0.9902900000,0.0000254943,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0454129834,0.8293136002,0.1252734163,0.9999999578,0.9999999578,0
0,7049368.1139145968,275000.0000000000,458.0000000000,0.9878769276,0.9898000000,0.0000264907,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0476109919,0.8246160554,0.1277729528,0.9999999164,0.9999999164,0
